name,year,place,chef,category,location,ranking
Emeril's,2010,Emeril's,,Outstanding Wine Service,"New Orleans, Louisiana",Semifinalist
Emeril's,2010,Emeril's,,Outstanding Service,"New Orleans, Louisiana",Semifinalist
Highlands Bar and Grill,2010,Highlands Bar and Grill,Frank Stitt,Outstanding Chef,"Birmingham, Alabama",Semifinalist
Fond,2010,Fond,Jessie Prawlucki,Outstanding Pastry Chef,"Philadelphia, Pennsylvania",Semifinalist
Spiaggia,2010,Spiaggia,,Outstanding Restaurant,"Chicago, Illinois",Nominee
Aziza,2010,Aziza,Mourad Lahlou,Best Chef: Pacific,"San Francisco, California",Semifinalist
Seviche,2010,Seviche,Anthony Lamas,Best Chef: Southeast,"Louisville, Kentucky",Semifinalist
Choice Market,2010,Choice Market,Evan Douglis Studio,Outstanding Restaurant Design,"Brooklyn, New York",Nominee
Bacchus Management Group,2010,Bacchus Management Group,Tim Stannard,Outstanding Restaurateur,"San Francisco, California",Semifinalist
The Tasting Kitchen,2010,The Tasting Kitchen,Casey Lane,Rising Star Chef of the Year,"Venice, California",Semifinalist
NoMI at Park Hyatt,2010,NoMI at Park Hyatt,,Outstanding Wine Service,"Chicago, Illinois",Semifinalist
Les Nomades,2010,Les Nomades,Christopher Nugent,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Hiroshi Eurasian Tapas,2010,Hiroshi Eurasian Tapas,Cherie Pascua,Outstanding Pastry Chef,"Honolulu, Hawaii",Semifinalist
American Seasons,2010,American Seasons,Michael LaScola,Best Chef: Northeast,"Nantucket, Massachusetts",Semifinalist
Coi,2010,Coi,Daniel Patterson,Best Chef: Pacific,"San Francisco, California",Semifinalist
610 Magnolia,2010,610 Magnolia,Edward Lee,Best Chef: Southeast,"Louisville, Kentucky",Semifinalist
Water Grill,2010,Water Grill,David LeFevre,Best Chef: Pacific,"Los Angeles, California",Semifinalist
Barrio Cafe,2010,Barrio Cafe,Silvana Salcido Esparza,Best Chef: Southwest,"Phoenix, Arizona",Semifinalist
Les Nomades,2010,Les Nomades,,Outstanding Restaurant,"Chicago, Illinois",Semifinalist
Lucques,2010,Lucques,Suzanne Goin,Outstanding Chef,"Los Angeles, California",Nominee
Watershed,2010,Watershed,Scott Peacock,Outstanding Chef,"Decatur, Georgia",Semifinalist
Corton,2010,Corton,Paul Liebrandt,Best Chef: New York City,"New York, New York",Semifinalist
Castagna,2010,Castagna,Matthew Lightner,Rising Star Chef of the Year,"Portland, Oregon",Semifinalist
Redd,2010,Redd,Richard Reddington,Best Chef: Pacific,"Yountville, California",Semifinalist
Kelly Liken,2010,Kelly Liken,Kelly Liken,Best Chef: Southwest,"Vail, Colorado",Semifinalist
St. John's Restaurant,2010,St. John's Restaurant,Daniel Lindley,Best Chef: Southeast,"Chattanooga, Tennessee",Semifinalist
Uchi,2010,Uchi,Philip Speer,Outstanding Pastry Chef,"Austin, Texas",Semifinalist
Gramercy Tavern,2010,Gramercy Tavern,Michael Anthony,Best Chef: New York City,"New York, New York",Nominee
Oleana,2010,Oleana,Ana Sortun,Outstanding Chef,"Cambridge, Massachusetts",Semifinalist
European Cellars/Eric Solomon Selections,2010,European Cellars/Eric Solomon Selections,Eric Solomon,Outstanding Wine & Spirits Professional,"Charlotte, North Carolina",Semifinalist
A16,2010,A16,,Outstanding Wine Service,"San Francisco, California",Nominee
A16,2010,A16,,Outstanding Wine Service,"San Francisco, California",Nominee
Textile,2010,Textile,Plinio Sandalio,Outstanding Pastry Chef,"Houston, Texas",Semifinalist
Campanile,2010,Campanile,Mark Peel,Outstanding Chef,"Los Angeles, California",Semifinalist
The Craftsman,2010,The Craftsman,Mike Phillips,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
Jim 'N Nick's Bar-B-Q,2010,Jim 'N Nick's Bar-B-Q,Nick Pihakis,Outstanding Restaurateur,"Birmingham, Alabama",Semifinalist
Ristorante Del Porto,2010,Ristorante Del Porto,Torre Solazzo,Best Chef: South,"Covington, Louisiana",Semifinalist
Stella!,2010,Stella!,Scott Boswell,Best Chef: South,"New Orleans, Louisiana",Nominee
Vetri,2010,Vetri,,Outstanding Service,"Philadelphia, Pennsylvania",Semifinalist
The Spotted Pig,2010,The Spotted Pig,April Bloomfield,Best Chef: New York City,"New York, New York",Semifinalist
Daniel,2010,Daniel,,Outstanding Restaurant,"New York, New York",Winner
La Mie,2010,La Mie,Joe Logsdon,Outstanding Pastry Chef,"Des Moines, Iowa",Semifinalist
Lucca,2010,Lucca,Stephen Logsdon,Best Chef: Midwest,"Des Moines, Iowa",Semifinalist
Ristorante Del Porto,2010,Ristorante Del Porto,David Solazzo,Best Chef: South,"Covington, Louisiana",Semifinalist
Daniel,2010,Daniel,,Outstanding Restaurant,"New York, New York",Winner
Gautreau's,2010,Gautreau's,Sue Zemanick,Rising Star Chef of the Year,"New Orleans, Louisiana",Nominee
McCrady's,2010,McCrady's,Sean Brock,Best Chef: Southeast,"Charleston, South Carolina",Winner
Blue Ribbon Restaurants,2010,Blue Ribbon Restaurants,Eric/Bruce Bromberg,Outstanding Restaurateur,"New York, New York",Semifinalist
Lincoln,2010,Lincoln,Jenn Louis,Best Chef: Northwest,"Portland, Oregon",Semifinalist
Cakes & Ale,2010,Cakes & Ale,Billy Allin,Best Chef: Southeast,"Decatur, Georgia",Semifinalist
Sanford,2010,Sanford,Justin Aprahamian,Rising Star Chef of the Year,"Milwaukee, Wisconsin",Semifinalist
Sanford,2010,Sanford,,Outstanding Restaurant,"Milwaukee, Wisconsin",Semifinalist
Bibou,2010,Bibou,,Best New Restaurant,"Philadelphia, Pennsylvania",Nominee
Bibou,2010,Bibou,,Best New Restaurant,"Philadelphia, Pennsylvania",Nominee
Bibou,2010,Bibou,,Best New Restaurant,"Philadelphia, Pennsylvania",Nominee
Rasika,2010,Rasika,Vikram Sunderam,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Drew's Bayshore Bistro,2010,Drew's Bayshore Bistro,Andrew Araneo,Best Chef: Mid-Atlantic,"Keyport, New Jersey",Semifinalist
Marea,2010,Marea,,Best New Restaurant,"New York, New York",Winner
Restaurant Eve,2010,Restaurant Eve,,Outstanding Wine Service,"Alexandria, Virginia",Semifinalist
The Kitchen Table Bistro,2010,The Kitchen Table Bistro,Lara Atkins,Best Chef: Northeast,"Richmond, Vermont",Semifinalist
The Kitchen Table Bistro,2010,The Kitchen Table Bistro,Steve Atkins,Best Chef: Northeast,"Richmond, Vermont",Semifinalist
Jean Georges,2010,Jean Georges,,Outstanding Wine Service,"New York, New York",Winner
Lumiére,2010,Lumiére,Michael Leviton,Best Chef: Northeast,"West Newton, Massachusetts",Nominee
Saffron Mediterranean Kitchen,2010,Saffron Mediterranean Kitchen,Chris Ainsworth,Best Chef: Northwest,"Walla Walla, Washington",Semifinalist
Solea at the W South Beach,2010,Solea at the W South Beach,,Best New Restaurant,"Miami Beach, Florida",Semifinalist
Schwa,2010,Schwa,Michael Carlson,Best Chef: Great Lakes,"Chicago, Illinois",Nominee
Frasca Food and Wine,2010,Frasca Food and Wine,,Outstanding Wine Service,"Boulder, Colorado",Nominee
Locanda Verde,2010,Locanda Verde,,Best New Restaurant,"New York, New York",Nominee
Frasca Food and Wine,2010,Frasca Food and Wine,,Outstanding Wine Service,"Boulder, Colorado",Nominee
Al's French Frys,2010,Al's French Frys,,America's Classics,"South Burlington, Vermont",Winner
Al's French Frys,2010,Al's French Frys,,America's Classics,,Winner
Al's French Frys,2010,Al's French Frys,,America's Classics,"South Burlington, Vermont",Winner
Petrossian,2010,Petrossian,Benjamin Bailly,Rising Star Chef of the Year,"West Hollywood, California",Semifinalist
"701, Ardeo, Bardea, Bibiana Osteria-Enoteca, The Bombay Club, The Oval Room, and Rasika",2010,"701, Ardeo, Bardea, Bibiana Osteria-Enoteca, The Bombay Club, The Oval Room, and Rasika",Ashok Bajaj,Outstanding Restaurateur,"Washington, District of Columbia",Semifinalist
Union,2010,Union,Ethan Stowell,Best Chef: Northwest,"Seattle, Washington",Nominee
Highlands Bar & Grill,2010,Highlands Bar & Grill,,Outstanding Restaurant,"Birmingham, Alabama",Nominee
PieLab,2010,PieLab,Project M,Outstanding Restaurant Design,"Greensboro, Alabama",Nominee
Highlands Bar & Grill,2010,Highlands Bar & Grill,,Outstanding Restaurant,"Birmingham, Alabama",Nominee
Highlands Bar & Grill,2010,Highlands Bar & Grill,,Outstanding Restaurant,"Birmingham, Alabama",Nominee
Magnolia Grill,2010,Magnolia Grill,,Outstanding Restaurant,"Durham, North Carolina",Semifinalist
Duo,2010,Duo,Yasmin Lozada-Hissom,Outstanding Pastry Chef,"Denver, Colorado",Semifinalist
Gustavus Inn,2010,Gustavus Inn,,America's Classics,"Gustavus, Alaska",Winner
Magnolia Grill,2010,Magnolia Grill,,Outstanding Service,"Durham, North Carolina",Semifinalist
Babbo,2010,Babbo,,Outstanding Restaurant,"New York, New York",Nominee
Reef,2010,Reef,Bryan Caswell,Best Chef: Southwest,"Houston, Texas",Nominee
Lola,2010,Lola,Cory Barrett,Outstanding Pastry Chef,"Cleveland, Ohio",Semifinalist
Upperline,2010,Upperline,,Outstanding Service,"New Orleans, Louisiana",Semifinalist
Stella Sola,2010,Stella Sola,Justin Basye,Rising Star Chef of the Year,"Houston, Texas",Semifinalist
Blackberry Farm,2010,Blackberry Farm,,Outstanding Wine Service,"Walland, Tennessee",Nominee
Sushi Yasuda,2010,Sushi Yasuda,Naomichi Yasuda,Best Chef: New York City,"New York, New York",Semifinalist
Joule,2010,Joule,Rachel Yang,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Flour + Water,2010,Flour + Water,,Best New Restaurant,"San Francisco, California",Nominee
Starr Restaurant Organization,2010,Starr Restaurant Organization,Stephen Starr,Outstanding Restaurateur,"Philadelphia, Pennsylvania",Nominee
Vidalia,2010,Vidalia,,Outstanding Restaurant,"Washington, District of Columbia",Semifinalist
Bell's Brewery,2010,Bell's Brewery,Larry Bell,Outstanding Wine & Spirits Professional,"Galesburg, Michigan",Semifinalist
Cosmos,2010,Cosmos,Hakan Lundberg,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
Heidi's,2010,Heidi's,Stewart Woodman,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
Leah Chase,2010,Leah Chase,,Who's Who of Food & Beverage in America,"New Orleans, Louisiana",Winner
Alinea,2010,Alinea,,Outstanding Wine Service,"Chicago, Illinois",Semifinalist
Susan Spicer,2010,Susan Spicer,,Who's Who of Food & Beverage in America,"New Orleans, Louisiana",Winner
Alan Wong's Restaurant,2010,Alan Wong's Restaurant,,Outstanding Restaurant,"Honolulu, Hawaii",Semifinalist
Legal Sea Foods,2010,Legal Sea Foods,Roger Berkowitz,Outstanding Restaurateur,"Boston, Massachusetts",Semifinalist
Eos at Viceroy,2010,Eos at Viceroy,,Best New Restaurant,"Miami, Florida",Semifinalist
Binkley's Restaurant,2010,Binkley's Restaurant,Kevin Binkley,Best Chef: Southwest,"Cave Creek, Arizona",Semifinalist
Lilette,2010,Lilette,Beth Biundo,Outstanding Pastry Chef,"New Orleans, Louisiana",Semifinalist
Jonathan at Gratz Park,2010,Jonathan at Gratz Park,Jonathan Lundy,Best Chef: Southeast,"Lexington, Kentucky",Semifinalist
Dragonfly Neo-V Cuisine,2010,Dragonfly Neo-V Cuisine,Magdiale Wolmark,Best Chef: Great Lakes,"Columbus, Ohio",Semifinalist
Michael Smith,2010,Michael Smith,Michael Smith,Outstanding Chef,"Kansas City, Missouri",Semifinalist
V. Mertz,2010,V. Mertz,,Outstanding Wine Service,"Omaha, Nebraska",Semifinalist
Trummer's on Main,2010,Trummer's on Main,,Best New Restaurant,"Clifton, Virginia",Semifinalist
Ubuntu,2010,Ubuntu,Jeremy Fox,Best Chef: Pacific,"Napa, California",Nominee
Cafe Kandahar,2010,Cafe Kandahar,Andy Blanton,Best Chef: Northwest,"Whitefish, Montana",Semifinalist
Lotus of Siam,2010,Lotus of Siam,Saipin Chutima,Best Chef: Southwest,"Las Vegas, Nevada",Nominee
A Mano,2010,A Mano,Joshua Smith,Rising Star Chef of the Year,"New Orleans, Louisiana",Semifinalist
A Mano,2010,A Mano,,Best New Restaurant,"Oakland, California",Semifinalist
Zahav,2010,Zahav,Michael Solomonov,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Terroir,2010,Terroir,,Outstanding Restaurant Graphics,"New York, New York",Nominee
Providence,2010,Providence,Michael Cimarusti,Best Chef: Pacific,"Los Angeles, California",Nominee
Poole's,2010,Poole's,Ashley Christensen,Best Chef: Southeast,"Raleigh, North Carolina",Semifinalist
Crook's Corner,2010,Crook's Corner,Bill Smith,Best Chef: Southeast,"Chapel Hill, North Carolina",Nominee
Daniel,2010,Daniel,,Outstanding Restaurant,"New York, New York",Winner
"Bones, Luca d'Italia, Mizuna, and Osteria Marco",2010,"Bones, Luca d'Italia, Mizuna, and Osteria Marco",Frank Bonanno,Outstanding Restaurateur,"Denver, Colorado",Semifinalist
City House,2010,City House,Tandy Wilson,Best Chef: Southeast,"Nashville, Tennessee",Semifinalist
Miller Union,2010,Miller Union,,Best New Restaurant,"Atlanta, Georgia",Semifinalist
Vetri,2010,Vetri,,Outstanding Service,"Philadelphia, Pennsylvania",Nominee
Summit at the Broadmoor,2010,Summit at the Broadmoor,Bertrand Bouquin,Best Chef: Southwest,"Colorado Springs, Colorado",Semifinalist
Addison at the Grand Del Mar,2010,Addison at the Grand Del Mar,William Bradley,Best Chef: Pacific,"San Diego, California",Semifinalist
Straight Wharf Restaurant,2010,Straight Wharf Restaurant,Amanda Lydon,Best Chef: Northeast,"Nantucket, Massachusetts",Semifinalist
Brick 29 Bistro,2010,Brick 29 Bistro,Dustan Bristol,Best Chef: Northwest,"Nampa, Idaho",Semifinalist
North Pond,2010,North Pond,Bruce Sherman,Best Chef: Great Lakes,"Chicago, Illinois",Nominee
Momocho,2010,Momocho,Eric Williams,Best Chef: Great Lakes,"Cleveland, Ohio",Semifinalist
Craft,2010,Craft,Tom Colicchio,Outstanding Chef,"New York, New York",Winner
The Passenger,2010,The Passenger,Derek Brown,Outstanding Wine & Spirits Professional,"Washington, District of Columbia",Semifinalist
Shafer Vineyards,2010,Shafer Vineyards,John Shafer,Outstanding Wine & Spirits Professional,"Napa, California",Winner
Shafer Vineyards,2010,Shafer Vineyards,Doug Shafer,Outstanding Wine & Spirits Professional,"Napa, California",Winner
Janos,2010,Janos,Janos Wilder,Outstanding Chef,"Tucson, Arizona",Semifinalist
Cafe Boulud at the Brazilian Court,2010,Cafe Boulud at the Brazilian Court,Zach Bell,Best Chef: South,"Palm Beach, Florida",Nominee
Marcel's,2010,Marcel's,,Outstanding Service,"Washington, District of Columbia",Semifinalist
The Capitol Grille at the Hermitage Hotel,2010,The Capitol Grille at the Hermitage Hotel,Tyler Brown,Best Chef: Southeast,"Nashville, Tennessee",Semifinalist
Parallax,2010,Parallax,Zack Bruell,Best Chef: Great Lakes,"Cleveland, Ohio",Semifinalist
Patois,2010,Patois,Aaron Burgau,Best Chef: South,"New Orleans, Louisiana",Semifinalist
James,2010,James,James Burke,Best Chef: Great Lakes,"Philadelphia, Pennsylvania",Semifinalist
Dogfish Head Craft Brewery,2010,Dogfish Head Craft Brewery,Sam Calagione,Outstanding Wine & Spirits Professional,"Milton, Delaware",Semifinalist
Mindy's HotChocolate,2009,Mindy's HotChocolate,Mindy Segal,Outstanding Pastry Chef,"Chicago, Illinois",Nominee
The Bazaar by Jose Andres at SLS Hotel at Beverly Hills,2009,The Bazaar by Jose Andres at SLS Hotel at Beverly Hills,Starck Network and SBE Design Team,Outstanding Restaurant Design,"Los Angeles, California",Nominee
The Bazaar by Jose Andres at SLS Hotel at Beverly Hills,2009,The Bazaar by Jose Andres at SLS Hotel at Beverly Hills,Starck Network and SBE Design Team,Outstanding Restaurant Design,"Los Angeles, California",Nominee
The Bazaar by Jose Andres at SLS Hotel at Beverly Hills,2009,The Bazaar by Jose Andres at SLS Hotel at Beverly Hills,Starck Network and SBE Design Team,Outstanding Restaurant Design,"Los Angeles, California",Nominee
The Publican,2009,The Publican,The JNL Graphic Design,Outstanding Restaurant Graphics,"Chicago, Illinois",Nominee
The Publican,2009,The Publican,The JNL Graphic Design,Outstanding Restaurant Graphics,"Chicago, Illinois",Nominee
Terroir,2009,Terroir,,Outstanding Restaurant Graphics,"New York, New York",Nominee
Jean Georges,2009,Jean Georges,,Outstanding Restaurant,"New York, New York",Winner
Momofuku Ko,2009,Momofuku Ko,,Best New Restaurant,"New York, New York",Winner
La Grenouille,2009,La Grenouille,,Outstanding Service,"New York, New York",Nominee
La Grenouille,2009,La Grenouille,,Outstanding Service,"New York, New York",Nominee
Totonno's,2009,Totonno's,,America's Classics,"Brooklyn, New York",Winner
Babbo,2009,Babbo,,Outstanding Restaurant,"New York, New York",Nominee
La Grenouille,2009,La Grenouille,,Outstanding Service,"New York, New York",Nominee
Spiaggia,2009,Spiaggia,,Outstanding Service,"Chicago, Illinois",Nominee
,2009,,,Outstanding Service,"Chicago, Illinois",Nominee
Vetri,2009,Vetri,,Outstanding Service,"Philadelphia, Pennsylvania",Nominee
,2009,,,Outstanding Restaurant,"San Francisco, California",Nominee
,2009,,,Outstanding Restaurant,"Portland, Maine",Nominee
,2009,,,Outstanding Restaurant,"Birmingham, Alabama",Nominee
,2009,,,Outstanding Service,"New Orleans, Louisiana",Nominee
,2009,,,Best New Restaurant,"Los Angeles, California",Nominee
,2009,,,Best New Restaurant,"New York, New York",Nominee
,2009,,,Best New Restaurant,"Chicago, Illinois",Nominee
,2009,,,Best New Restaurant,"New York, New York",Nominee
Jean Georges,2009,Jean Georges,,Outstanding Restaurant,"New York, New York",Winner
Restaurant Daniel,2009,Restaurant Daniel,,Outstanding Service,"New York, New York",Winner
Momofuku Ko,2009,Momofuku Ko,,Best New Restaurant,"New York, New York",Winner
Yank Sing,2009,Yank Sing,,America's Classics,"San Francisco, California",Winner
Five and Ten,2009,Five and Ten,Hugh Acheson,Best Chef: Southeast,"Athens, Georgia",Nominee
The Bazaar by Jose Andres at SLS Hotel at Beverly Hills,2009,The Bazaar by Jose Andres at SLS Hotel at Beverly Hills,,Best New Restaurant,"Los Angeles, California",Nominee
Minibar,2009,Minibar,José Andrés,Outstanding Chef,"Washington, District of Columbia",Nominee
Gramercy Tavern,2009,Gramercy Tavern,Michael Anthony,Best Chef: New York City,"New York, New York",Nominee
A16,2009,A16,Nate Appleman,Rising Star Chef of the Year,"San Francisco, California",Winner
Restaurant Eve,2009,Restaurant Eve,Cathal Armstrong,Best Chef: Mid-Atlantic,"Alexandria, Virginia",Nominee
Arnold's Country Kitchen,2009,Arnold's Country Kitchen,,America's Classics,"Nashville, Tennessee",Winner
Arnold's Country Kitchen,2009,Arnold's Country Kitchen,,America's Classics,"Nashville, Tennessee",Winner
Blue Hill,2009,Blue Hill,Dan Barber,Outstanding Chef,"New York, New York",Winner
Bartolotta Ristorante di Mare at Wynn Las Vegas,2009,Bartolotta Ristorante di Mare at Wynn Las Vegas,Paul Bartolotta,Best Chef: Southwest,"Las Vegas, Nevada",Winner
Babbo,2009,Babbo,,Outstanding Restaurant,"New York, New York",Nominee
Babbo,2009,Babbo,,Outstanding Restaurant,"New York, New York",Nominee
Blackberry Farm,2009,Blackberry Farm,,Outstanding Wine Service,"Walland, Tennessee",Nominee
112 Eatery,2009,112 Eatery,Isaac Becker,Best Chef: Midwest,"Minneapolis, Minnesota",Nominee
Cafe Boulud at the Brazilian Court,2009,Cafe Boulud at the Brazilian Court,Zach Bell,Best Chef: South,"Palm Beach, Florida",Nominee
Vetri,2009,Vetri,,Outstanding Service,"Philadelphia, Pennsylvania",Nominee
The Spotted Pig,2009,The Spotted Pig,April Bloomfield,Best Chef: New York City,"New York, New York",Semifinalist
